Date,BuyPrice,TargetValue,CurrentValueBeforeTrade,InvestAmount,UnitsBought,CashUsed,CashRemainder,CumUnits,CumInvested,AvgCost
2023-04-03,4124.509766,2120000,2938327.1335383537,0.0,0.0,0.0,0.0,712.406395,829627.2674255347,1164.542139498249
2023-05-01,4167.870117,2130000,2969217.3248801986,0.0,0.0,0.0,0.0,712.406395,829627.2674255347,1164.542139498249
2023-06-01,4221.02002,2140000,3007081.655671028,0.0,0.0,0.0,0.0,712.406395,829627.2674255347,1164.542139498249
2023-07-03,4455.589844,2150000,3174190.698362652,0.0,0.0,0.0,0.0,712.406395,829627.2674255347,1164.542139498249
2023-08-01,4576.72998,2160000,3260491.705940222,0.0,0.0,0.0,0.0,712.406395,829627.2674255347,1164.542139498249
2023-09-01,4515.77002,2170000,3217063.4405972776,0.0,0.0,0.0,0.0,712.406395,829627.2674255347,1164.542139498249
2023-10-02,4288.390137,2180000,3055076.557853726,0.0,0.0,0.0,0.0,712.406395,829627.2674255347,1164.542139498249
2023-11-01,4237.859863,2190000,3019078.4675150234,0.0,0.0,0.0,0.0,712.406395,829627.2674255347,1164.542139498249
2023-12-01,4594.629883,2200000,3273243.711307301,0.0,0.0,0.0,0.0,712.406395,829627.2674255347,1164.542139498249
2024-01-02,4742.830078,2210000,3378822.4779655486,0.0,0.0,0.0,0.0,712.406395,829627.2674255347,1164.542139498249
2024-02-01,4906.189941,2220000,3495201.0890530725,0.0,0.0,0.0,0.0,712.406395,829627.2674255347,1164.542139498249
2024-03-01,5137.080078,2230000,3659688.6991942986,0.0,0.0,0.0,0.0,712.406395,829627.2674255347,1164.542139498249
2024-04-01,5243.77002,2240000,3735695.2961572777,0.0,0.0,0.0,0.0,712.406395,829627.2674255347,1164.542139498249
2024-05-01,5018.390137,2250000,3575133.226203726,0.0,0.0,0.0,0.0,712.406395,829627.2674255347,1164.542139498249
2024-06-03,5283.399902,2260000,3763927.877527173,0.0,0.0,0.0,0.0,712.406395,829627.2674255347,1164.542139498249
2024-07-01,5475.089844,2270000,3900489.018065152,0.0,0.0,0.0,0.0,712.406395,829627.2674255347,1164.542139498249
2024-08-01,5446.680176,2280000,3880249.7889021253,0.0,0.0,0.0,0.0,712.406395,829627.2674255347,1164.542139498249
2024-09-03,5528.930176,2290000,3938845.2148908754,0.0,0.0,0.0,0.0,712.406395,829627.2674255347,1164.542139498249
2024-10-01,5708.75,2300000,4066950.00745625,0.0,0.0,0.0,0.0,712.406395,829627.2674255347,1164.542139498249
2024-11-01,5728.799805,2310000,4081233.6167567526,0.0,0.0,0.0,0.0,712.406395,829627.2674255347,1164.542139498249
2024-12-02,6047.149902,2320000,4308028.2617084235,0.0,0.0,0.0,0.0,712.406395,829627.2674255347,1164.542139498249
2025-01-02,5868.549805,2330000,4180792.4104580027,0.0,0.0,0.0,0.0,712.406395,829627.2674255347,1164.542139498249
2025-02-03,5994.569824,2340000,4270569.877891624,0.0,0.0,0.0,0.0,712.406395,829627.2674255347,1164.542139498249
2025-03-03,5849.720215,2350000,4167378.090126775,0.0,0.0,0.0,0.0,712.406395,829627.2674255347,1164.542139498249
2025-04-01,5633.069824,2360000,4013034.9660991244,0.0,0.0,0.0,0.0,712.406395,829627.2674255347,1164.542139498249
2025-05-01,5604.140137,2370000,3992425.272074976,0.0,0.0,0.0,0.0,712.406395,829627.2674255347,1164.542139498249
2025-06-02,5935.939941,2380000,4228801.574304323,0.0,0.0,0.0,0.0,712.406395,829627.2674255347,1164.542139498249
2025-07-01,6198.009766,2390000,4415501.793570854,0.0,0.0,0.0,0.0,712.406395,829627.2674255347,1164.542139498249
2025-08-01,6238.009766,2400000,4443998.049370853,0.0,0.0,0.0,0.0,712.406395,829627.2674255347,1164.542139498249
2025-09-02,6415.540039,2410000,4570471.75116215,0.0,0.0,0.0,0.0,712.406395,829627.2674255347,1164.542139498249
2025-10-01,6711.200195,2420000,4781101.937043247,0.0,0.0,0.0,0.0,712.406395,829627.2674255347,1164.542139498249
2025-11-03,6851.970215,2430000,4881387.3995155245,0.0,0.0,0.0,0.0,712.406395,829627.2674255347,1164.542139498249
2025-12-01,6812.629883,2440000,4853361.095417301,0.0,0.0,0.0,0.0,712.406395,829627.2674255347,1164.542139498249
2026-01-02,6858.470215,2450000,4886018.041083025,0.0,0.0,0.0,0.0,712.406395,829627.2674255347,1164.542139498249
2026-02-02,6976.439941,2460000,4970060.428301822,0.0,0.0,0.0,0.0,712.406395,829627.2674255347,1164.542139498249
2026-03-02,6881.620117,2470000,4902510.179311449,0.0,0.0,0.0,0.0,712.406395,829627.2674255347,1164.542139498249
2026-04-01,6575.319824,2480000,4684299.8917878745,0.0,0.0,0.0,0.0,712.406395,829627.2674255347,1164.542139498249
