Date,Open,High,Low,Close,Adj_Close,Volume,Price,BuyPrice,UnitsBought,CashUsed,InvestAmount,CashRemainder,CumUnits,CumInvested,AvgCost
2019-03-04,10385.25,10402.39,10313.18,10349.88,10349.88,2273800.0,10349.88,10349.88,1.63505,16922.571293999998,16922.571293999998,0.0,266.5131500000006,2213328.5487684985,8304.763006134945
2019-04-01,10714.68,10735.07,10627.01,10642.63,10642.63,2667600.0,10642.63,10642.63,1.63505,17401.232181499996,17401.232181499996,0.0,268.1482000000006,2230729.7809499986,8319.018292682904
2019-05-02,10992.76,11046.64,10988.7,11004.49,11004.49,1843600.0,11004.49,11004.49,1.63505,17992.8913745,17992.8913745,0.0,269.7832500000006,2248722.6723244986,8335.293878787856
2019-06-03,10482.45,10511.2,10383.51,10500.07,10500.07,1635900.0,10500.07,10500.07,1.63505,17168.1394535,17168.1394535,0.0,271.41830000000056,2265890.8117779987,8348.334698795159
2019-07-01,10821.3,10914.85,10821.3,10895.46,10895.46,2277900.0,10895.46,10895.46,1.63505,17814.621872999996,17814.621872999996,0.0,273.05335000000053,2283705.433650999,8363.586946107764
2019-08-01,10773.06,10773.25,10714.73,10731.75,10731.75,2335400.0,10731.75,10731.75,1.63505,17546.9478375,17546.9478375,0.0,274.6884000000005,2301252.3814884988,8377.683154761884
2019-09-02,10613.19,10634.85,10589.42,10634.85,10634.85,2078600.0,10634.85,10634.85,1.63505,17388.511492499998,17388.511492499998,0.0,276.3234500000005,2318640.892980999,8391.039171597615
2019-10-01,10855.6,10967.65,10855.6,10967.65,10967.65,2028800.0,10967.65,10967.65,1.63505,17932.656132499997,17932.656132499997,0.0,277.95850000000047,2336573.549113499,8406.195705882335
2019-11-01,11373.7,11399.53,11335.51,11399.53,11399.53,1920500.0,11399.53,11399.53,1.63505,18638.8015265,18638.8015265,0.0,279.59355000000045,2355212.350639999,8423.700584795304
2019-12-02,11509.94,11524.85,11454.38,11502.83,11502.83,2131300.0,11502.83,11502.83,1.63505,18807.702191499997,18807.702191499997,0.0,281.2286000000004,2374020.052831499,8441.602499999983
2020-01-02,12026.5,12110.74,12026.23,12100.48,12100.48,2023800.0,12100.48,12100.48,1.63505,19784.889823999998,19784.889823999998,0.0,282.8636500000004,2393804.942655499,8462.75208092484
2020-02-03,11365.9,11365.9,11138.03,11354.92,11354.92,3472200.0,11354.92,11354.92,1.63505,18565.861945999997,18565.861945999997,0.0,284.4987000000004,2412370.804601499,8479.373735632169
2020-03-02,11184.66,11282.05,11049.85,11170.46,11170.46,3204100.0,11170.46,11170.46,1.63505,18264.260623,18264.260623,0.0,286.13375000000036,2430635.065224499,8494.751371428558
