Date,Open,High,Low,Close,Adj_Close,Volume,Price,BuyPrice,InvestAmount,UnitsBought,CashUsed,CashRemainder,CumUnits,CumInvested,AvgCost
2011-02-08,9220.69,9220.69,9085.41,9111.46,9111.42,3854200.0,9111.42,9111.42,10000.0,1.097524,10000.0,0.0,94.675624,670000.0,7076.795184365513
2011-03-01,8611.79,8734.24,8611.79,8727.56,8727.52,2811800.0,8727.52,8727.52,10000.0,1.145801,10000.0,0.0,95.821425,680000.0,7096.53399539821
2011-04-01,8697.84,8705.13,8654.4,8705.13,8705.09,1912600.0,8705.09,8705.09,10000.0,1.148753,10000.0,0.0,96.970178,690000.0,7115.589702227833
2011-05-03,9014.33,9018.7,8895.25,8946.08,8946.04,2675400.0,8946.04,8946.04,10000.0,1.117813,10000.0,0.0,98.087991,700000.0,7136.449557826095
2011-06-01,8999.84,9089.47,8999.84,9062.35,9062.31,2648800.0,9062.31,9062.31,10000.0,1.103471,10000.0,0.0,99.191462,710000.0,7157.874132352238
2011-07-01,8684.39,8744.2,8659.57,8739.82,8739.78,2416000.0,8739.78,8739.78,10000.0,1.144194,10000.0,0.0,100.335656,720000.0,7175.913615395109
2011-08-01,8629.97,8707.87,8629.97,8701.38,8701.34,3193600.0,8701.34,8701.34,10000.0,1.149248,10000.0,0.0,101.484904,730000.0,7193.188062729015
2011-09-01,7799.18,7886.04,7755.55,7757.76,7757.72,3465400.0,7757.72,7757.72,15000.0,1.933558,15000.0,0.0,103.418462,745000.0,7203.74279014128
2011-10-03,7128.66,7128.66,6998.37,7013.97,7013.94,2067600.0,7013.94,7013.94,10000.0,1.425732,10000.0,0.0,104.844194,755000.0,7201.161754364767
2011-11-01,7547.24,7656.26,7505.96,7622.01,7621.97,2232000.0,7621.97,7621.97,10000.0,1.311997,10000.0,0.0,106.156191,765000.0,7206.362556847956
2011-12-01,7132.41,7199.26,7129.07,7178.69,7178.66,3336600.0,7178.66,7178.66,10000.0,1.393018,10000.0,0.0,107.549209,775000.0,7206.003718725629
2012-01-03,7005.39,7073.79,7005.39,7053.38,7053.35,1818200.0,7053.35,7053.35,10000.0,1.417766,10000.0,0.0,108.966975,785000.0,7204.0175475184105
2012-02-01,7520.36,7566.08,7488.97,7549.21,7549.17,4049800.0,7549.17,7549.17,10000.0,1.324649,10000.0,0.0,110.291624,795000.0,7208.162969837129
2012-03-01,8127.57,8151.7,8103.75,8118.34,8118.3,2838000.0,8118.3,8118.3,10000.0,1.231785,10000.0,0.0,111.523409,805000.0,7218.215504872165
2012-04-02,7905.88,7928.43,7859.56,7862.9,7862.86,1675400.0,7862.86,7862.86,10000.0,1.271802,10000.0,0.0,112.795211,815000.0,7225.48406775887
2012-05-02,7511.76,7679.07,7511.76,7676.81,7676.77,2695600.0,7676.77,7676.77,10000.0,1.302631,10000.0,0.0,114.097842,825000.0,7230.636316504566
2012-06-01,7213.69,7218.75,7106.09,7106.09,7106.06,1836600.0,7106.06,7106.06,10000.0,1.40725,10000.0,0.0,115.505092,835000.0,7229.118522324539
2012-07-02,7332.09,7359.99,7318.22,7345.16,7345.13,1833800.0,7345.13,7345.13,10000.0,1.361446,10000.0,0.0,116.866538,845000.0,7230.4700255602675
2012-08-01,7242.58,7273.62,7223.17,7267.96,7267.93,1899400.0,7267.93,7267.93,10000.0,1.375908,10000.0,0.0,118.242446,855000.0,7230.90589651706
2012-09-03,7430.4,7462.15,7389.68,7450.53,7450.5,1820400.0,7450.5,7450.5,10000.0,1.342192,10000.0,0.0,119.584638,865000.0,7233.370560523
2012-10-01,7702.12,7707.89,7657.88,7675.72,7675.69,1410200.0,7675.69,7675.69,10000.0,1.302814,10000.0,0.0,120.887452,875000.0,7238.1375033034865
2012-11-01,7141.97,7188.23,7050.05,7179.64,7179.61,1918000.0,7179.61,7179.61,10000.0,1.392833,10000.0,0.0,122.28028499999999,885000.0,7237.470864579683
2012-12-03,7582.65,7628.29,7562.19,7599.91,7599.88,2437800.0,7599.88,7599.88,10000.0,1.31581,10000.0,0.0,123.59609499999999,895000.0,7241.329105098345
2013-01-02,7738.05,7793.48,7715.26,7779.22,7779.18,2194600.0,7779.18,7779.18,10000.0,1.285483,10000.0,0.0,124.88157799999999,905000.0,7246.865506456045
